0.019531347,0.07119876,0.11375385,0.11604541,0.074538164,0.009950415,-0.034785748,-0.037114903,-0.0018229693,0.03064637,0.023683358,-0.023743654,-0.089946546,-0.13010994,-0.12151816,-0.07566506,-0.029762093,-0.018477948,-0.047764953,-0.09321277,-0.11426468,-0.08703265,-0.02200515,0.04012666
0.06335445,0.034984827,0.041679043,0.08729367,0.12207936,0.12311624,0.079083435,0.012518216,-0.040948357,-0.047693703,-0.02219812,0.0073165856,0.004496467,-0.03926172,-0.10297995,-0.14562446,-0.13772778,-0.089773424,-0.037645742,-0.018678157,-0.039789546,-0.07846494,-0.0941129,-0.06453681
-0.010048746,-0.00450662,-0.03236918,-0.081138395,-0.11265595,-0.10756146,-0.069656976,-0.026548991,-0.006722773,-0.023079317,-0.05647756,-0.077309564,-0.06318699,-0.016907988,0.03324902,0.056315675,0.040640365,0.003151378,-0.02288228,-0.013814397,0.024044028,0.06353163,0.07307825,0.044100158
-0.008815823,0.0021389115,-0.032013033,-0.09301718,-0.12279244,-0.0986801,-0.030753594,0.037388854,0.06776445,0.04681884,0.004774048,-0.018785214,0.0037460926,0.06672702,0.12886843,0.15024236,0.1179839,0.0570657,0.011904065,0.015182848,0.05815781,0.101221144,0.10293701,0.05256388
-0.15022902,-0.0826121,-0.0033350463,0.020707453,-0.008668832,-0.07548822,-0.117119275,-0.09433476,-0.008027535,0.07838454,0.11674467,0.08523276,0.020534629,-0.02769026,-0.01004604,0.06356157,0.13777764,0.1597042,0.10886456,0.020768875,-0.04631654,-0.048349433,0.0058687357,0.0642279
0.043221537,0.111708045,0.13724618,0.10498749,0.051862925,0.015896495,0.0329803,0.09006309,0.14905708,0.16170749,0.11981672,0.050441332,-0.0013288159,0.0014422187,0.04870816,0.09739495,0.10231785,0.054209627,-0.019307224,-0.068922475,-0.06311686,-0.00865878,0.04835283,0.065288864
0.07322873,0.15580755,0.19499598,0.17185447,0.122584715,0.08642565,0.104977645,0.16575775,0.22910023,0.24394178,0.19773665,0.117778845,0.05482852,0.04805641,0.088119216,0.13221106,0.13037243,0.0728746,-0.012178432,-0.0729984,-0.0737933,-0.022321507,0.036683526,0.057221245
-0.025572507,-0.11274606,-0.16281891,-0.13547951,-0.054346934,0.029138388,0.05265994,0.011394348,-0.06115753,-0.099565774,-0.06381222,0.026287712,0.11302179,0.13623445,0.087595135,0.00840225,-0.03903153,-0.016804984,0.059297517,0.12818244,0.13492152,0.06928562,-0.02614446,-0.089802064
0.05740865,0.03235645,0.03787949,0.0775629,0.106846035,0.106915794,0.06878244,0.010593744,-0.036797564,-0.04330729,-0.0218161,0.002853658,0.00028516172,-0.037298404,-0.09252281,-0.12989812,-0.12307527,-0.080960006,-0.03566987,-0.018743087,-0.035969105,-0.068691894,-0.08232624,-0.056547094
0.07710818,0.07990825,0.03266458,-0.037361093,-0.09175921,-0.09862247,-0.06498639,-0.03112014,-0.03156,-0.07363887,-0.13635077,-0.17587343,-0.16928722,-0.11820331,-0.064009205,-0.042671632,-0.062108845,-0.10209959,-0.12184624,-0.0951028,-0.030529434,0.0363517,0.06632512,0.04844651
