0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
96.84053892655112,92.94352883988108,100.42019347060577,109.55258512540854,95.70060271400313,106.34095455987632,115.62523855434834,86.48703015692666,99.96961823779952,116.23023532446445,94.27890754177864,107.74149354074864,103.3646471457827,97.89212499268405,93.36578565698882,92.74251012127762,98.95559462273653,101.91235247390472,103.42109606561274,100.6372522982512,99.85838105129412,93.07749177878829,102.5361857436274,108.53085226238508,98.84440958273922,106.04183537003256,109.8742012444796,107.87972264805217,101.43631694782944,87.83179753282589,84.21798300252159,110.16002508409149,96.10885065962265,101.39051509070832,91.49121991331316,96.52453946588422,95.25765966542744,104.18050340605764,113.0872602359073,109.04597392448842,99.6792015567569,96.15018890456278,102.939018976522,100.22095402169684,93.61284549990806,108.81273014238666,91.84374370976326,85.86137293281692,105.2265458284819,108.59147192169304
102.0809236480743,94.06387307341362,96.42256633744236,102.93758232893998,86.06254726858619,110.31071153511044,109.69582082531554,93.98363738310752,93.79691231972504,110.914402506829,101.54932325621697,110.66859135462197,97.38948822500036,92.58972475873136,100.25082892503636,95.09086899817925,100.48941722152844,102.77926815751204,96.37060335296196,96.9431078471598,95.1656628781143,100.97820969729908,101.57165193092436,104.80362794710388,99.8955040925669,111.61235830051656,102.52600720939476,99.24440612229162,95.84854324321634,88.30800655171912,85.73956544856927,112.61960805983422,95.87700005068298,94.98955727878196,95.22853941392152,97.95371093719228,100.46976233224144,111.37791056139538,112.7422904981236,103.4556031335501,94.46034391085182,100.900609704539,105.15683987935374,100.40716500424804,89.28630117642606,105.5134549804875,99.54976778431649,91.26961334419768,107.8386565135389,101.76779067425112
108.33328066057078,101.3426326759452,94.33443794465944,95.7541706319478,82.40753663218817,111.60468896368752,99.21593034577336,101.38658226142388,88.02580080033516,99.6265806574785,108.89789664403816,109.30601197177684,87.95037240726211,89.39861911960381,101.56453258835369,102.1390463439414,99.94246517318987,103.58867103673464,88.21221391125356,90.69971332927112,90.75009878798234,102.0197387004418,97.13589737512756,102.21020674407282,97.51392251586805,113.0655056931716,99.73009682980287,90.90029961839068,95.27846026981608,94.0074735945165,91.46356266158134,108.99461301076238,100.7247678175356,95.12342134653971,100.61265878738222,101.6737249867192,107.13577578472774,111.91384604832858,108.866357877401,96.68181095667232,90.19782147076104,101.8226485028121,99.55352995411144,96.21745503742062,93.98833726923718,102.09191737859098,102.22883990803558,98.44670039021489,112.58151770643995,96.03011466886946
111.600145391461,107.7881397711597,100.39010361939188,96.2517192826176,84.4461291498275,107.16977930971846,93.54423489441122,104.2014970208302,83.20279201490493,92.21402950332184,110.87708050270878,103.69011997397251,82.803410642891,93.05243264456992,98.71150896932372,108.61717018369916,95.07029187054188,108.00775688510694,84.53754905121194,86.59689580275634,95.4803168513088,99.34206029323886,91.99124962020711,104.1765073169192,94.90490700065016,107.47205307654966,101.24732963604453,85.38966337797086,98.99120763344848,99.4485830888292,96.9982737962131,100.3124977750045,105.53344373932956,100.59110831043267,102.20409474858376,101.33253814449736,109.98824731533875,107.93550442007388,99.75219292667454,96.68131313478024,85.22879648437831,100.1197180604965,92.74809645948798,89.60580682796738,102.35117273907554,104.02170977314697,98.30509285657511,101.15192248406836,110.92146253548616,95.54898691893618
111.04034773338188,110.0830910641716,103.5542116023885,99.7781306569447,91.172954610001,99.94264269410658,92.87885273474372,99.02009275178762,85.26564883822448,93.61818496651132,107.46738305944002,100.6826703796137,83.32755022479851,102.74476840055712,93.64074950808748,111.41256260280956,92.27345441763002,109.40195166437682,82.84957862688394,89.8575052825915,102.27101227619237,94.0929539935244,88.47872439769796,109.55901587896584,93.5384013037868,99.44087414627676,107.85642162209612,87.13990045764585,104.66916032608108,100.32761974529906,99.4548723158602,95.4622494749315,102.89127651242684,105.03532115070512,100.65389679867116,97.39918906384958,108.54632453594456,97.79089859984175,94.19095658459722,101.33217507359244,86.08773784849487,94.9305826029568,86.23691173569843,83.90362651077824,110.72366696036003,108.02081435100486,93.4443209098676,98.11200579950872,109.03316973103271,100.13910490232396
107.61249321785576,107.72913208401052,103.23075945185278,105.07241396796412,99.57711953649134,95.72422029150624,98.78925544621616,93.59681834884572,89.7365299311361,100.42419524256864,101.25577941689916,102.6172707230677,90.1547187990532,110.68083118536124,89.80986391903015,108.9356749356195,94.16386325024185,106.4947293137355,92.58112520685454,93.70378189537948,108.14528655352748,91.44881671105102,87.69444605984685,112.73907029727992,96.29620783628874,94.67598733180267,113.72386111059608,95.37205352681896,104.55848309275576,97.73709134263244,97.86169718233052,97.44593930180189,99.17876812325513,104.44477279546857,95.82966646869826,92.91734276865564,104.14626486515792,93.3638900897368,94.3984696616884,102.7151278962536,91.6549147746592,90.34278442349714,88.83860109476015,86.43187589174067,114.59033677117372,111.88449990755257,91.24147473122048,92.6454095712165,103.4674468611705,103.3946644670138
104.66044878676423,102.60501811614496,96.10822759558678,103.5758071550786,102.88655809151368,95.97991779897096,104.09248550117022,92.34275505619948,97.5922341217248,105.8261394566824,99.55270911174394,109.65977321506128,97.56269591876298,113.86317563100172,93.22543559439325,104.38808876243354,100.28190863742356,101.06022851612605,101.81775013187546,99.3277953677297,112.1611369734808,93.65418497054922,92.1727985278671,112.60464097807738,102.50814137374724,95.64891147049936,115.5323626068571,103.56035981653952,99.89601413056862,95.49525353004157,95.86633812122406,105.43485135756426,92.18235980633956,97.98457110971384,95.473540357579,87.48618054986412,99.71472926274711,96.16271335026626,99.00975248310526,102.6473856379028,96.74143423104248,93.4958806414222,94.00096988062997,91.4773259704686,112.48356349793382,111.54557655922068,94.2639414803496,89.94012728389087,99.75674136109582,103.32010738732237
106.5727454360792,100.35750488532967,89.87514304297733,98.5439109213122,99.7836410868545,100.4868571376602,104.55834209154564,93.38822922930126,100.77085240188283,105.16414667005336,100.34157256383892,114.10961558413862,99.2926902347158,109.2936730589664,100.52433451300642,99.79142616935566,106.20798691353582,97.4334179284096,105.62093553264842,102.27451167918228,108.63510189551518,102.21743896272376,97.960350582117,109.42153208743426,106.64441732655442,99.2929982095761,110.12880012011442,104.11988302976891,92.48992827519902,94.2126114999082,92.2564288343192,112.1588249440383,86.60161802857192,89.60094043473174,97.19395867406324,88.03288322423823,103.25692107592324,100.71062924420826,105.69040634889984,96.04097817202695,98.59079640885328,100.98907722233572,102.06101010301724,97.01760163678398,104.98929585393984,106.88911704258648,102.77124310330308,94.56125873453728,99.03141621854188,98.65794765873302
110.44916360756083,101.17251665133809,86.56783631879664,89.45095877143332,92.73068272123638,102.25202025758507,97.227695241748,100.3695366220822,97.84664566723168,100.15375971223273,106.2625438924165,114.95763300211276,94.88626674433722,102.76053123622977,107.13198975937776,101.7921779617103,107.49159948612572,98.73188571777564,100.5378145484392,99.81056967148284,100.96450389184471,109.09315168236462,99.9865024531856,103.56668277009206,108.67438772494856,104.27682535050546,101.90851263495492,99.353588885481,86.72697222212726,96.9484560642387,98.02054626818776,113.5445159805987,88.40885157463771,83.19195231670534,102.71809406017522,91.8296123816114,107.7622373659364,105.61172274791475,105.63268584426082,90.1810672591458,97.65824516259144,108.09688293012331,104.28596263798237,99.40380256048913,99.57590379799744,101.62639291625688,111.83408853659826,99.05466705906407,99.84144929084894,92.29833898059826
114.57638459109911,107.6194091785314,86.61396600452512,84.16737239027549,90.95863369515602,102.6199622834413,89.396335941199,107.99819072851258,93.50100795219949,90.19382786548984,111.1254660033837,109.78576598414536,88.76277554264438,97.72249331650627,110.62113122604484,108.55475479387272,106.9350234056023,100.84131148088213,94.74048292606294,95.54600212927843,97.6929259904468,111.49180276909708,97.14226750549136,98.64515526688604,107.0897542131744,106.90351538352662,95.48067315868528,91.12824894332498,86.24088828326376,101.92232704820542,101.64260428351486,105.95395889707468,94.06483486404788,85.3252937040249,107.08888562457518,95.11836236308916,111.33040568156098,105.58411491208147,99.7677214470821,86.40004457480998,94.26215707675088,111.93284689696834,100.0339438501852,97.53501162505628,102.37236104822018,97.80226741993437,116.16309957030394,107.80584905000588,103.67923370387392,90.08351242381984
